cod_ofer,ref,projeto,operacao,estado,estado_cod,preco_venda,preco_arrendamento,comissao,comissao_cessao,data_criacao,data_alteracao_estado,agente_gestor,agente_captador,estado_ganho_data,estado_ganho_utilizador,proposta_data,historico_lido
29610346,YR00017,Oporto Luxury,Vender,Disponivel,1,290000,,11600,0.0,2026-07-06,2026-07-06,218514,218514,,,,sim
29619107,YR00018,Douro Nobilis,Arrendar,Eliminado,36,,1350,,0.0,2026-07-07,2026-06-12,218514,218514,,,2026-07-07,sim
29622188,YR00019,,Arrendar,Nao Disponivel,5,,1100,,0.0,2026-07-07,2026-07-07,218516,218516,,,,nao_aplicavel
29644773,YR00020,Jardins da Seara,Arrendar,Com Proposta,18,,1150,,0.0,2026-07-09,2026-06-12,218514,218514,,,,sim
29644774,YR00021,Jardins da Seara,Arrendar,Disponivel,1,,1200,,0.0,2026-07-09,2026-06-12,218514,218514,,,,sim
29644775,YR00022,Jardins da Seara,Arrendar,Disponivel,1,,1200,,0.0,2026-07-09,2026-08-26,218514,218514,,,,sim
29644776,YR00023,Jardins da Seara,Arrendar,Arrendado,2,,1130,,0.0,2026-07-09,2026-06-12,218514,218514,2026-08-21,Teresa Archer,,sim
29644777,YR00024,Jardins da Seara,Arrendar,Arrendado,2,,1000,,0.0,2026-07-09,2026-06-12,218514,218514,2026-07-28,Eugénia Miranda,2026-07-28,sim
29645596,YR00025,Jardins da Seara,Arrendar,Disponivel,1,,1200,,0.0,2026-07-09,2026-06-12,218514,218514,,,,sim
29645697,YR00026,Jardins da Seara,Vender,Vendido,3,315000,,15750,0.0,2026-07-09,2026-07-09,218514,218514,2026-08-18,Soraia Sousa,2026-08-11,sim
29645847,YR00027,Prime Living,Vender,Disponivel,1,327000,,16350,0.0,2026-07-09,2026-07-09,218514,218514,,,,sim
29656824,YR00028,Jardins da Seara,Arrendar,Arrendado,2,,1200,,0.0,2026-07-10,2026-06-12,218514,218514,2026-08-21,Teresa Archer,,sim
29656825,YR00029,Jardins da Seara,Arrendar,Com Proposta,18,,1150,,0.0,2026-07-10,2026-06-12,218514,218514,,,,sim
29656826,YR00030,Jardins da Seara,Arrendar,Reservado,7,,1300,,0.0,2026-07-10,2026-08-27,218514,218514,,,,sim
29656827,YR00031,Jardins da Seara,Arrendar,Arrendado,2,,1200,,0.0,2026-07-10,2026-06-12,218514,218514,2026-07-21,Eugénia Miranda,,sim
29656828,YR00032,Jardins da Seara,Arrendar,Disponivel,1,,950,,0.0,2026-07-10,2026-06-12,218514,218514,,,,sim
29668739,YR00033,,Arrendar,Arrendado,2,,780,,0.0,2026-07-13,2026-07-13,218514,218514,2026-08-06,Sandra Dantas,2026-07-22,sim
29716025,YR00034,Riverline,Arrendar,Disponivel,1,,2290,,0.0,2026-07-16,2026-06-12,218514,218514,,,2026-06-19,sim
29716231,YR00035,Riverline,Arrendar,Disponivel,1,,2200,,0.0,2026-07-16,2026-06-12,218514,218514,,,2026-06-19,sim
29772395,YR00036,Jardins do Marquês,Vender,Disponivel,1,415000,,16600,0.0,2026-07-22,2026-07-22,218514,218514,,,,sim
29805301,YR00037,Green Park,Vender,Disponivel,1,235000,,8225,0.0,2026-07-27,2026-07-27,218514,218514,,,,sim
29809239,YR00038,Green Park,Vender,Disponivel,1,240000,,8400,0.0,2026-07-28,2026-07-27,218514,218514,,,,sim
29809878,YR00039,Celta Residences,Vender,Vendido por Outra Agencia,11,335000,,11725,0.0,2026-07-28,2026-07-28,218514,218514,,,,sim
29810578,YR00040,Haizea,Vender,Disponivel,1,290000,,10150,0.0,2026-07-28,2026-07-28,218514,218514,,,,sim
29828256,YR00041,Jardins do Marquês,Arrendar,Disponivel,1,,950,,0.0,2026-07-30,2026-07-30,218514,218514,,,,sim
29828353,YR00042,Jardins do Marquês,Arrendar,Disponivel,1,,1300,,0.0,2026-07-30,2026-07-30,218514,218514,,,,sim
29828354,YR00043,Jardins do Marquês,Arrendar,Disponivel,1,,1500,,0.0,2026-07-30,2026-07-30,218514,218514,,,,sim
29829013,YR00044,Jardins da Seara,Vender,Com Proposta,18,330000,,13200,0.0,2026-07-30,2026-06-12,218514,218514,,,,sim
29830337,YR00045,Jardins do Marquês,Vender,Eliminado,36,415000,,16600,0.0,2026-07-30,2026-07-22,218514,218514,,,,sim
29830344,YR00046,Jardins do Marquês,Vender,Disponivel,1,235000,,9400,0.0,2026-07-30,2026-07-30,218514,218514,,,,sim
29843912,YR00047,Jardins do Marquês,Vender,Disponivel,1,370000,,14800,0.0,2026-07-31,2026-07-30,218514,218514,,,,sim
29851097,YR00048,,Arrendar,Nao Disponivel,5,,1700,,0.0,2026-08-01,2026-08-01,218514,218514,,,,nao_aplicavel
29851164,YR00049,,Arrendar,Eliminado,36,,1700,,0.0,2026-08-01,2026-08-01,218514,218514,,,,sim
29851165,YR00050,,Arrendar,Eliminado,36,,1700,,0.0,2026-08-01,2026-08-01,218514,218514,,,,sim
29851182,YR00051,,Arrendar,Nao Disponivel,5,,1700,,0.0,2026-08-01,2026-08-01,218514,218514,,,,nao_aplicavel
29851183,YR00052,,Arrendar,Nao Disponivel,5,,3200,,0.0,2026-08-01,2026-08-01,218514,218514,,,,nao_aplicavel
29851214,YR00053,Prime Living,Arrendar,Reservado,7,,1000,,0.0,2026-08-01,2026-06-23,218514,218514,,,2026-08-21,sim
29886930,YR00054,Prime Living,Arrendar,Disponivel,1,,1350,,0.0,2026-08-07,2026-06-23,218514,218514,2026-07-30,Giovana Lima,2026-07-30,sim
29886931,YR00055,Prime Living,Arrendar,Disponivel,1,,1350,,0.0,2026-08-07,2026-06-23,218514,218514,2026-07-30,Giovana Lima,2026-07-30,sim
29888966,YR00056,Jardins da Seara,Arrendar,Arrendado por Outra Agencia,10,,1300,,0.0,2026-08-07,2026-06-12,218514,218514,,,,sim
29889035,YR00057,Prime Living,Arrendar,Com Proposta,18,,1000,,0.0,2026-08-07,2026-06-23,218514,218514,,,,sim
29889089,YR00058,Prime Living,Arrendar,Disponivel,1,,1390,,0.0,2026-08-07,2026-06-23,218514,218514,,,,sim
29899048,YR00059,Magnolia,Arrendar,Disponivel,1,,850,,0.0,2026-08-10,2026-06-12,218514,218514,,,,sim
29908521,YR00060,Oporto Luxury,Vender,Disponivel,1,290000,,11600,0.0,2026-08-11,2026-07-06,218514,218514,,,,sim
29932385,YR00061,,Vender,Disponivel,1,290000,,11600,0.0,2026-08-12,2026-08-12,218514,218514,,,,sim
29945360,YR00062,Prime Living,Arrendar,Disponivel,1,,1000,,0.0,2026-08-14,2026-06-23,218514,218514,,,,sim
29949571,YR00063,Riverline,Vender,Disponivel,1,535000,,,0.0,2026-08-14,2026-06-12,218514,218514,,,2026-06-19,sim
29965679,YR00064,Jardins da Seara,Vender,Disponivel,1,300000,,12000,0.0,2026-08-17,2026-06-12,218514,218514,,,,sim
29965680,YR00065,Jardins da Seara,Vender,Com Proposta,18,330000,,16500,0.0,2026-08-17,2026-08-26,218514,218514,,,2026-08-26,sim
29965951,YR00066,Riverline,Arrendar,Disponivel,1,,1700,,0.0,2026-08-17,2026-06-12,218514,218514,,,,sim
29966466,YR00068,Vintage Garden,Vender,Por Validar,8,298999,,,0.0,2026-08-17,2026-08-17,218514,218514,,,,sim
30021547,YR00069,Riverline,Arrendar,Disponivel,1,,1700,,0.0,2026-08-21,2026-06-12,218514,218514,,,,sim
30021610,YR00070,Jardins do Marquês,Arrendar,Com Proposta,18,,1400,,0.0,2026-08-21,2026-07-30,218514,218514,,,,sim
30028493,YR00071,Vintage Garden,Vender,Por Validar,8,299000,,,0.0,2026-08-24,2026-08-17,218514,218514,,,,sim
30028495,YR00072,Vintage Garden,Vender,Por Validar,8,314000,,,0.0,2026-08-24,2026-08-17,218514,218514,,,,sim
30028496,YR00073,Vintage Garden,Vender,Por Validar,8,370000,,,0.0,2026-08-24,2026-08-17,218514,218514,,,,sim
30028497,YR00074,Vintage Garden,Vender,Por Validar,8,360000,,,0.0,2026-08-24,2026-08-17,218514,218514,,,,sim
30028498,YR00075,Vintage Garden,Vender,Por Validar,8,285000,,,0.0,2026-08-24,2026-08-17,218514,218514,,,,sim
30038966,YR00076,Vintage Garden,Vender,Por Validar,8,304000,,,0.0,2026-08-24,2026-08-17,218514,218514,,,,sim
30038996,YR00077,Jardins do Marquês,Arrendar,Disponivel,1,,1100,,0.0,2026-08-24,2026-07-30,218514,218514,,,,sim
30038997,YR00078,Jardins do Marquês,Arrendar,Disponivel,1,,1000,,0.0,2026-08-24,2026-07-30,218514,218514,,,,sim
30038998,YR00079,,Arrendar,Disponivel,1,,950,,0.0,2026-08-24,2026-07-30,218514,218514,,,,sim
30038999,YR00080,Jardins do Marquês,Arrendar,Disponivel,1,,1000,,0.0,2026-08-24,2026-07-30,218514,218514,,,,sim
30044774,YR00086,White Tower,Arrendar,Com Proposta,18,,1300,,0.0,2026-08-26,2026-08-27,218514,218514,,,2026-08-27,sim
30052524,YR00088,Jardins do Marquês,Arrendar,Disponivel,1,,1500,,0.0,2026-08-27,2026-08-27,218514,218514,,,,sim
30052064,YR00087,Prime Living,Arrendar,Disponivel,1,,1600,,0.0,2026-08-27,2026-08-27,218514,218514,,,,sim
30044622,YR00082,Fernão Magalhães 127,Vender,Disponivel,1,575000,,,0.0,2026-08-26,2026-08-26,218514,218514,,,,sim
30044659,YR00083,Fernão Magalhães 127,Vender,Disponivel,1,395000,,,0.0,2026-08-26,2026-08-26,218514,218514,,,,sim
30044660,YR00084,Fernão Magalhães,Vender,Disponivel,1,285000,,,0.0,2026-08-26,2026-08-26,218514,218514,,,,sim
30044661,YR00085,,Vender,Disponivel,1,247500,,,0.0,2026-08-26,2026-08-26,218514,218514,,,,sim
